CaseNumber,Sample,D3S1358,D3S1358,D1S1656,D1S1656,D2S441,D2S441,D10S1248,D10S1248,D13S317,D13S317,Penta_E,Penta_E,D16S539,D16S539,D18S51,D18S51,D2S1338,D2S1338,CSF1PO,CSF1PO,Penta_D,Penta_D,TH01,TH01,vWA,vWA,D21S11,D21S11,D7S820,D7S820,D5S818,D5S818,TPOX,TPOX,D8S1179,D8S1179,D12S391,D12S391,D19S433,D19S433,FGA,FGA,D22S1045,D22S1045
Individual,258,14,15.2,17.3,10,11.3,10,17,8,10,13,11,13,13,12,18,21.2,24,17,8,11,15,9,6,5,16,21,37,39,13,13,13,13,8,9,16,18,18.1,19,12,12,20,23,16,8
Individual,259,16,12,17.3,13,12,14.3,8,16,11,12,7,20,9,12,21,16,26,25,14,13,8,2.2,10,9,17,11,30,32.2,14,9,10,7,11,12,12,14,24,22,14.2,15.2,30.2,22.3,11,12
Individual,260,19,15,12,13,15,9,12,9,14,14,15,14,5,9,13,13.2,25,26,7,8,14,5,7,8,14,20,27,35,6,8,11,9,11,9,16,18,17.3,18.1,17.2,11,18.2,27,12,10
Individual,261,15.2,19,17.3,11,13,9,9,8,8,13,10,8,10,13,22,16,19,23,10,8,8,3.2,7,9,15,13,33.2,26,14,8,13,13,7,9,15,18,22,25,15,18.2,20,27,10,19
Individual,262,16,15,15,14.3,11,13.3,8,12,14,12,10,25,14,14,20,13,22,25,10,11,7,2.2,10,9.3,20,13,32.2,32.2,12,14,14,7,12,13,16,14,19.3,14,11,17.2,28,17.2,10,17
Individual,263,14,16,15,15,13.3,13,18,13,9,12,18,17,8,9,14,24,23,23,14,12,14,2.2,6,10,17,20,32,27,6,9,15,13,13,9,11,17,14,19.3,18.2,14.2,24,23,17,15
Individual,264,17,12,14.3,15.3,12,14.3,8,13,8,11,19,25,14,5,20,20,20,18,9,11,12,3.2,9.3,6,11,20,33.2,38,14,14,8,15,9,7,14,9,20,16,12.2,14,16.2,29,14,13
Individual,265,12,19,18,12,13.3,10,17,10,10,9,8,5,5,9,24,15.2,23,17,14,8,13,9,8,7,12,17,31,31,8,8,8,12,12,7,11,15,22,25,16.2,12,28,23.2,13,18
Individual,266,15.2,18,10,17.3,11,15,11,14,13,8,18,16,12,5,16,14,17,24,9,14,11,5,7,9.3,19,16,34,33.1,7,10,7,15,6,8,16,16,17,15,13,15.2,29,26,8,17
Individual,267,15,14,18,10,11.3,15,17,17,14,11,17,15,9,10,22,23,15,21,13,7,11,17,5,7,15,19,32.2,32.2,6,11,11,14,13,6,9,10,17.3,23,15,15.2,22.3,22.3,10,17
Individual,268,17,16,16,15,12.3,14,10,14,13,11,12,14,10,12,24,21,25,27,14,13,10,12,7,10,20,16,36,30.2,11,12,10,13,10,7,13,9,18,14,14.2,10,20,25.2,18,13
Individual,269,15.2,19,10,19.3,9,13,16,9,12,12,17,14,5,10,12,13.2,20,21,11,7,9,10,10,5,17,20,32.2,35,11,14,15,9,11,10,17,13,17.1,17.1,13,14.2,28,30.2,18,17
Individual,270,12,13,12,18,13,12,9,9,14,9,11,18,14,5,22,21.2,25,20,11,7,17,6,7,6,11,12,32.2,31,13,14,11,15,10,13,12,16,23,18.3,15.2,13.2,20,26,19,13
Individual,271,12,13,15,17,9,14.3,18,18,9,10,6,25,5,14,10,23,22,16,10,11,7,9,7,5,13,18,33.1,33,11,7,12,15,13,8,10,14,17.1,15,17.2,15.2,25,23,13,15
Individual,272,15.2,19,15.3,14,14.3,9,11,11,11,8,20,19,8,12,23,14,23,27,9,13,8,14,5,8,20,12,36,32.2,11,6,7,7,13,8,9,10,21,19.1,11,13,19,22.2,16,10
Individual,273,18,15,18.3,17.3,13.3,13.3,12,11,8,11,20,11,10,12,11,15.2,21,19,12,14,5,5,5,9.3,17,12,38,30.2,12,11,15,15,8,6,15,17,18.1,19.3,16.2,10,16.2,27,10,14
Individual,274,14,13,14,13,12.3,12.3,10,18,13,13,10,25,12,10,18,9,26,25,9,10,5,8,6,9.3,11,14,38,32.2,14,13,7,13,7,12,14,9,20.1,14,12.2,13.2,21,30,17,16
Individual,275,16,12,14.3,17,13.3,14.3,17,17,9,8,25,15,14,13,17,14,21,27,11,13,7,15,7,7,20,16,32.2,32.2,11,12,15,9,9,12,13,15,25,17.3,18.2,16.2,19.2,30,10,11
Individual,276,17,13,17.3,19.3,15,15,18,10,8,12,17,19,12,14,22,11,23,21,13,7,13,9,9.3,7,11,18,35,31.2,9,9,10,8,9,6,13,8,18,20.1,12,12.2,17.2,18.2,15,16
Individual,277,14,16,10,15,13.3,10,17,13,14,9,8,14,12,8,13.2,18,17,15,8,7,12,3.2,7,10,18,15,36,32,7,9,10,13,13,6,16,15,17,20.1,13.2,17.2,28,18,13,8
Individual,278,15,14,11,17.3,10,15,13,12,8,11,25,10,5,14,12,17,15,20,14,12,13,2.2,7,9,20,13,29.3,27,7,6,14,14,13,9,8,12,20,24,11,12,30.2,19.2,19,16
Individual,279,14,19,17.3,18,11,13,17,12,9,9,12,15,8,9,21.2,15.2,23,20,13,8,7,5,8,7,15,16,29.3,33.2,11,6,8,11,8,9,11,15,24,21,10,10,21,22.2,11,17
Individual,280,19,19,17.3,15.3,12.3,10,15,8,10,12,19,18,14,13,17,15.2,18,18,8,9,12,17,6,6,20,12,35,29.3,12,14,8,11,9,13,10,15,17.1,23,15.2,16.2,22.2,19.2,14,14
Individual,281,19,14,10,14.3,10,13,9,16,9,12,9,9,14,12,15,15.2,15,19,13,10,10,12,6,6,15,18,33.1,28,14,11,10,11,12,8,14,15,14,16,17.2,16,26,19.2,13,19
Individual,282,15.2,13,15,18,14,14,16,10,13,12,6,12,14,5,19,23,20,18,13,10,17,10,8,8,20,13,29.3,33,10,9,15,13,13,8,10,12,19.1,17.1,14,12.2,29,16.2,15,8
Individual,283,15.2,17,13,15,14.3,11,9,16,10,11,13,14,13,9,10,11,22,27,7,10,14,7,10,5,18,17,35,29,6,12,10,10,9,13,13,10,18.3,17.3,12.2,16,23.2,28,19,13
Individual,284,15.2,13,15,13,10,11,13,10,12,12,19,11,13,10,13.2,23,17,24,9,9,15,9,9.3,10,19,13,32,38,7,12,15,7,13,12,16,13,22,19.3,12,18.2,25.2,20,19,13
Individual,285,13,16,18,15.3,12,11.3,14,11,9,14,19,25,9,5,15,18,27,26,12,7,17,13,9,9.3,14,17,35,34,10,11,11,12,6,12,9,15,18,19.3,14,16.2,25.2,24,14,18
Individual,286,18,16,10,14,13,12,10,10,12,12,12,11,12,9,15,12,23,16,11,14,9,12,10,9.3,13,12,33.1,28,6,7,12,12,13,7,17,15,22,22,17.2,13,23,27,11,11
Individual,287,12,16,18,15,12.3,14.3,14,18,11,10,13,5,10,14,14,22,15,15,7,9,6,7,5,9.3,20,21,29.3,33.2,7,7,14,9,10,7,12,18,17,21,14.2,16,22.2,25,11,10
Individual,288,16,14,18,17,12.3,12.3,11,12,14,12,19,10,12,10,22,9,27,27,8,14,9,3.2,9.3,9.3,18,16,32.2,31.2,13,7,8,10,9,6,12,16,19,24,14,12,20,18,15,19
Individual,289,17,15.2,10,14.3,13.3,15,17,10,11,13,11,10,10,14,21.2,20,25,21,11,13,5,9,6,6,21,11,39,29.3,6,7,10,13,11,10,11,18,17,17.3,15.2,12.2,17.2,31.2,18,19
Individual,290,16,14,17,15,11.3,11,17,8,14,13,5,10,8,9,15,13.2,25,18,13,10,12,6,7,8,12,20,34,32,14,11,15,13,11,10,14,17,15,23,13.2,11,22.2,31.2,15,17
Individual,291,15.2,14,15.3,18.3,13,14.3,18,16,8,8,12,5,13,14,9,13.2,19,25,7,10,13,5,6,8,12,11,36,29.3,11,10,9,15,12,6,10,13,19.3,23,12.2,12.2,18.2,19,12,13
Individual,292,14,13,18.3,13,12.3,10,18,10,12,12,18,17,12,8,19,21.2,19,17,8,14,12,12,6,8,17,14,39,39,11,14,7,14,6,6,9,18,20.1,16,16,15,17.2,22.2,10,16
Individual,293,16,12,14,11,12,13,18,16,10,8,14,9,5,8,23,9,24,18,11,10,9,7,8,7,18,15,27,34,14,11,14,10,10,10,12,8,17,19.3,11,14,22,23.2,13,11
Individual,294,15,17,15,14.3,15,11,8,13,13,13,12,6,9,12,21,11,16,26,7,7,11,13,9,10,21,13,37,38,8,8,7,10,9,6,16,16,17.1,19.1,12,17.2,19.2,24,10,17
Individual,295,16,17,17,18.3,12.3,12.3,11,10,14,8,6,5,10,5,11,21,21,16,14,14,10,13,8,6,20,16,33.2,31.2,8,14,10,10,13,7,15,17,19,24,18.2,15.2,22.3,24,8,10
Individual,296,14,12,18,15.3,13.3,12,10,11,14,11,9,18,9,9,19,15,23,23,9,11,6,8,7,8,14,11,36,33.1,9,10,7,7,10,13,17,17,18.1,16,12.2,12.2,23.2,18.2,17,12
Individual,297,12,13,17.3,10,15,13,14,9,8,12,5,18,5,9,21.2,11,27,26,7,13,5,6,10,5,11,17,33.1,29.3,6,13,7,8,6,6,15,15,19.3,23,14,14,29,19.2,8,13
Individual,298,13,13,16,16,12,9,14,9,11,14,9,25,9,10,17,11,26,15,9,7,14,10,6,9.3,19,20,33.2,38,10,8,8,12,7,11,8,16,16,19,14.2,16.2,21,19.2,17,17
Individual,299,15.2,12,17,16,12,15,14,13,14,14,18,17,12,10,16,21.2,22,21,11,10,6,2.2,10,6,12,14,33.2,33.1,10,8,10,14,7,6,13,12,19,16,12.2,15,22.2,31.2,18,8
Individual,300,17,19,16.3,14,15,14,14,10,11,11,17,15,9,10,10,15.2,22,15,8,7,7,15,10,7,15,17,31.2,32,7,13,10,9,8,8,9,17,19.3,22,16.2,16,30,20,14,15
Individual,301,12,16,14.3,10,14.3,12,14,16,13,9,20,14,9,10,15.2,15.2,27,17,8,12,9,6,5,10,14,11,27,32.2,6,12,10,14,13,13,18,10,20.1,18.1,17.2,18.2,22,17.2,12,15
Individual,302,14,16,16,14.3,11,9,16,15,8,10,7,6,13,14,14,19,16,27,11,7,13,8,8,8,15,13,33.2,38,14,11,9,10,13,11,10,11,20,18.1,10,10,19,28,16,10
Individual,303,15,16,11,18.3,11,14.3,14,13,10,12,5,20,8,13,21.2,21,23,17,14,8,7,12,6,9,16,11,33.2,29,13,11,12,7,7,8,11,11,22,20.1,16.2,14.2,18.2,19,19,17
Individual,304,15.2,15,14,16.3,14.3,12.3,16,18,14,14,6,7,14,14,18,14,20,27,12,7,11,15,10,9,16,11,38,31.2,9,13,11,11,12,11,15,16,24,18.1,13.2,12,18,24,13,15
Individual,305,13,18,15,11,14.3,14,8,8,9,11,18,13,13,5,21,19,27,22,9,13,5,3.2,8,9,14,16,33.2,33,9,11,12,8,10,11,11,9,17.3,19.3,18.2,12,20,23,11,11
Individual,306,15,13,14.3,11,15,11,15,16,13,13,20,15,5,9,10,18,25,27,13,13,5,14,7,5,15,16,28,38,9,12,11,14,11,10,13,12,25,22,17.2,17.2,18,30.2,17,11
Individual,307,15,16,17,18.3,15,12.3,11,8,9,9,20,14,13,9,12,12,18,21,10,10,2.2,15,6,8,11,12,28,30.2,7,10,10,12,10,6,8,17,17.3,22,15,17.2,29,20,18,13
Individual,308,18,12,12,16.3,12.3,11.3,14,13,11,14,14,8,9,12,15.2,13.2,19,25,14,7,10,10,6,10,18,14,38,33.1,14,12,13,15,11,7,15,16,20,25,16,12,23.2,23.2,16,17
Individual,309,18,16,19.3,10,11.3,11,10,13,12,9,16,25,10,8,16,23,23,17,11,13,5,14,8,9,12,13,35,35,9,10,10,13,11,11,11,18,17,24,15,17.2,29,30,17,15
Individual,310,19,16,13,16,14,13,13,13,11,8,6,8,12,10,21.2,21,26,23,9,7,12,9,9.3,9.3,17,13,33,31,8,13,7,13,12,12,17,9,20.1,17.3,10,12,24,22.3,15,16
Individual,311,13,18,15.3,16,15,14.3,10,11,8,9,11,17,12,14,13,10,25,25,8,8,14,7,9.3,6,15,17,35,32.2,10,9,14,13,6,6,12,9,24,18,13.2,12.2,19.2,21,13,14
Individual,312,12,13,14,10,13.3,9,8,8,9,14,8,18,10,13,12,18,25,18,8,7,3.2,17,7,9,15,17,27,28,10,10,9,8,12,13,11,16,19,20,13,10,24,28,11,11
Individual,313,15.2,18,17.3,10,12,12.3,8,15,10,9,10,9,5,8,11,17,20,21,10,10,2.2,8,9.3,9.3,19,21,31.2,31,7,13,10,13,10,10,8,10,24,19,12.2,15.2,23,17.2,10,18
Individual,314,18,14,14,16,11,12,10,16,13,10,11,12,13,9,15.2,20,23,21,9,7,13.4,11,9.3,5,21,16,33,35,13,14,13,14,12,7,10,9,15,20,11,13.2,20,27,12,12
Individual,315,16,19,14,15.3,11,11,10,12,14,9,13,9,13,5,19,15.2,15,19,9,7,13.4,9,10,5,12,20,27,36,7,7,10,11,10,10,14,11,21,18.1,16.2,15,22.2,23,16,17
Individual,316,17,18,11,17,14,12,11,15,11,8,17,13,13,5,19,24,20,18,13,7,12,6,10,8,13,12,33.1,33,13,14,9,9,11,12,13,9,22,18.1,15,16.2,22.3,23.2,17,11
Individual,317,19,18,18,10,11.3,14.3,18,11,14,14,6,12,13,14,21.2,21.2,15,27,10,7,11,9,10,9,14,18,33.2,29,10,13,7,11,8,9,8,15,19.1,18.1,10,12.2,30,31.2,17,11
Individual,318,15,15,16,16.3,14.3,13,17,15,14,11,10,7,8,12,13.2,15.2,18,22,7,7,13.4,12,7,7,15,21,30.2,30.2,9,13,11,9,8,6,8,10,19.3,14,18.2,15,23.2,18,12,12
Individual,319,17,19,14.3,17,13,13,9,11,11,11,15,19,8,5,13.2,11,23,25,12,7,9,13,5,9.3,21,15,30,27,7,6,10,14,12,6,18,10,23,18.3,15.2,11,20,22,15,18
Individual,320,17,18,10,12,11,12.3,18,15,12,8,16,7,5,9,9,9,24,24,8,9,13,5,6,5,20,17,32.2,38,7,9,11,12,7,8,12,13,17,23,13,16.2,22,22,8,10
Individual,321,18,17,17,16.3,12,14.3,10,11,14,14,11,11,12,10,16,15,18,21,13,12,12,17,6,10,12,12,36,35,10,12,13,7,12,9,17,15,16,17,12.2,12,20,27,8,10
Individual,322,15.2,18,15,17,13.3,12.3,18,12,12,14,10,11,10,10,11,9,25,21,8,7,12,9,9,9,13,12,35,27,11,9,11,10,11,7,17,12,15,24,12.2,16,30,27,14,17
Individual,323,16,19,11,15,12,12.3,9,8,10,13,17,8,12,13,12,13.2,20,19,9,9,9,5,8,9.3,18,20,31,33,13,7,15,7,7,10,16,8,17.3,18,13.2,13,30,16.2,15,10
Individual,324,12,13,19.3,15.3,13.3,12,13,16,14,12,13,13,13,5,23,23,24,23,9,7,13,13.4,6,10,12,14,30,32.2,11,14,9,13,10,13,9,15,19.1,16,12,18.2,31.2,24,13,10
Individual,325,15.2,15.2,19.3,16.3,13,13,15,10,11,13,25,5,13,10,21.2,10,26,24,8,14,12,14,6,8,12,15,30.2,38,10,11,8,14,9,12,8,13,19.1,18.1,18.2,12,23.2,25.2,18,19
Individual,326,16,12,15.3,10,12,10,8,16,8,9,14,17,10,8,15,20,27,18,12,13,13,9,8,7,11,13,33.1,26,7,12,10,10,11,13,18,10,24,14,10,18.2,29,19.2,19,10
Individual,327,15.2,16,10,13,13.3,9,17,18,11,10,7,13,14,12,24,12,20,20,13,8,9,9,10,7,13,21,32,33.2,12,7,13,8,13,9,14,13,17.1,20.1,11,14,25.2,25.2,16,17
Individual,328,17,17,12,18,12.3,12,9,18,14,14,12,12,14,10,23,13,24,19,14,14,14,2.2,10,5,17,13,33.1,35,14,11,9,7,11,10,11,9,24,21,16.2,13,25.2,18,15,11
Individual,329,16,16,19.3,17.3,12.3,14,12,11,12,12,25,10,12,10,15,16,20,18,7,11,2.2,6,10,7,21,17,33,28,9,11,15,15,6,6,16,9,19,22,17.2,14,30,29,11,19
Individual,330,14,16,18.3,15,12.3,10,15,12,11,11,19,7,8,14,17,24,19,18,8,14,3.2,9,8,8,20,16,34,30,12,7,9,7,9,11,16,10,19.1,22,13,14.2,25,23.2,8,11
Individual,331,15,13,17,15,10,11,15,15,11,9,12,12,14,13,23,10,20,23,11,14,13.4,3.2,10,10,16,20,33,35,7,9,12,11,8,10,11,14,19.1,21,13,13,23.2,23.2,19,14
Individual,332,13,14,18.3,10,13.3,13,14,9,10,14,15,5,13,13,15.2,15,20,25,13,13,5,14,9.3,9.3,20,17,29,31,7,8,12,11,8,11,17,17,19.1,24,10,12,23,17.2,12,17
Individual,333,14,17,15,16.3,9,12,15,16,11,14,12,15,8,8,22,13,16,20,13,14,8,2.2,9.3,6,18,18,30,29,8,10,14,14,12,8,8,13,14,15,12.2,18.2,23,22.3,19,18
Individual,334,13,13,16,15.3,15,13,11,18,8,8,14,9,12,8,22,19,25,22,7,10,2.2,13,9.3,9.3,13,19,33.1,32,8,12,11,11,13,6,13,18,15,19,12,16,29,23,19,8
Individual,335,15,18,11,14,11,13.3,12,17,9,13,8,12,5,13,22,21.2,22,27,9,8,3.2,17,9,9,14,11,29.3,29,14,12,15,13,7,10,16,10,14,24,13,12.2,19.2,27,12,17
Individual,336,17,12,14,15.3,13.3,14.3,15,18,11,14,17,16,13,8,13.2,18,20,27,14,9,13.4,13,8,9,18,16,31,31,6,11,9,7,7,12,9,9,17.1,16,17.2,15,17.2,16.2,10,12
Individual,337,18,18,17,14.3,13,13.3,13,10,9,11,5,10,8,13,23,20,18,27,7,13,8,13,8,10,11,19,27,31,11,14,13,9,8,9,11,10,18,15,15.2,16,21,18,14,8
Individual,338,19,13,15.3,12,13,13,10,11,10,13,6,19,9,12,15.2,11,22,26,7,7,7,17,6,8,18,11,34,34,7,12,11,8,9,7,16,17,15,17,13.2,10,22,26,13,18
Individual,339,15,12,12,14,10,14.3,16,10,12,11,8,17,10,14,10,13,20,23,8,7,3.2,15,7,6,21,19,30,34,8,6,15,15,10,13,11,11,19.3,14,18.2,15,21,25,16,13
Individual,340,14,12,16,16,14,14.3,10,9,14,12,19,8,13,12,19,22,23,18,14,10,17,2.2,10,6,19,13,37,32.2,10,8,7,10,10,7,18,14,16,18.3,16.2,16.2,16.2,19,18,11
Individual,341,15,14,13,18,11.3,14,8,15,14,8,10,8,5,8,22,13.2,20,25,11,13,8,11,6,9,21,15,35,31.2,10,13,12,7,8,7,16,9,16,17.1,13.2,16,28,28,16,15
Individual,342,19,15,14.3,11,12.3,13.3,11,18,12,10,12,9,5,8,20,23,17,19,8,12,13.4,14,7,9,12,14,30.2,26,12,10,13,15,10,12,13,15,24,25,14,14.2,30,30.2,19,18
Individual,343,17,15.2,17,15.3,10,15,8,14,8,11,11,16,9,5,19,10,21,25,11,14,17,2.2,7,9.3,16,18,29.3,32,9,9,13,13,10,7,15,14,20.1,16,15.2,18.2,26,31.2,16,19
Individual,344,19,13,16.3,18.3,12,11,16,11,14,14,13,10,9,13,23,23,24,18,10,10,7,6,6,9.3,14,21,28,27,10,9,15,9,12,10,11,12,20,15,13,12,16.2,22.2,8,19
Individual,345,15.2,15,14.3,18,12.3,14.3,16,10,12,12,9,13,9,9,16,20,19,24,12,10,10,13.4,7,10,12,14,34,30,12,11,13,12,12,8,13,13,21,15,15,12,23,24,15,15
Individual,346,13,15,18.3,18,11.3,9,9,17,8,11,15,18,9,13,9,12,22,20,12,11,10,9,10,6,20,20,31.2,33.2,14,8,7,13,12,10,12,12,19.3,20,15,14.2,19.2,20,16,16
Individual,347,17,16,12,17,12,12.3,18,11,13,9,20,8,10,10,20,17,18,24,11,10,14,15,6,5,21,12,32,28,9,9,8,8,7,9,11,12,17.1,19.1,16.2,12,31.2,30.2,8,19
Individual,348,12,17,18,16.3,13,11.3,11,13,8,12,5,19,10,5,15.2,21,16,26,10,8,5,8,10,7,13,16,30,27,14,6,15,14,9,6,9,12,18.3,19.1,16.2,15.2,28,16.2,8,10
Individual,349,17,14,18,14,11,11.3,18,17,9,10,10,18,9,10,13.2,18,23,17,8,7,10,13,9.3,10,18,21,31,32,7,11,10,7,6,8,12,8,19.3,17,10,16.2,31.2,23,17,19
Individual,350,13,15.2,14,11,13.3,12.3,9,8,10,13,14,7,14,14,23,18,19,21,7,10,8,3.2,8,10,13,11,28,36,6,11,11,15,6,8,11,15,17.1,20,11,14.2,31.2,19,8,12
Individual,351,19,16,18.3,18,12.3,11.3,9,15,10,9,5,11,14,5,13.2,15,26,15,9,8,13,6,8,9.3,13,11,31.2,30,11,6,9,12,7,13,17,18,18,19.1,11,14,22.2,23,17,13
Individual,352,17,19,18.3,11,14.3,12.3,12,16,14,9,6,19,8,5,15,21.2,15,22,10,7,5,5,5,6,20,19,33.2,31,6,12,12,7,11,8,9,15,24,24,13,11,24,25.2,16,15
Individual,353,19,15,15.3,18.3,12,15,8,10,12,12,6,18,10,13,14,16,19,20,8,14,8,9,10,5,13,20,30,31,9,14,9,8,6,8,16,11,18,14,13.2,12,21,27,17,18
Individual,354,18,13,14.3,15.3,12.3,12.3,17,11,8,14,7,17,12,13,16,15,16,24,14,13,8,13.4,10,9,21,16,31,30.2,12,9,13,8,13,10,18,12,17,19.3,11,18.2,21,22,8,19
Individual,355,13,17,14.3,11,13.3,12.3,12,12,10,14,10,11,8,12,13,18,21,27,14,12,17,9,7,10,17,20,31,29,11,7,9,14,8,8,10,15,17.1,17,13.2,16.2,18.2,22.2,16,18
Individual,356,16,15.2,19.3,15,11.3,12,14,18,10,12,10,6,5,9,15,9,20,17,9,11,17,11,10,6,16,21,28,31,11,10,7,12,7,10,9,10,18.3,20.1,12.2,12.2,31.2,22.3,13,17
Individual,357,13,15.2,18,15,15,11.3,18,11,11,8,14,5,14,14,18,21,17,19,8,13,9,7,8,6,13,11,31,32,14,10,15,14,6,7,15,18,17,18.1,13,13.2,20,16.2,16,11
Individual,358,15,14,15.3,17.3,12.3,13.3,9,8,10,14,7,20,10,14,15,9,22,21,11,10,8,6,9,7,14,17,36,29,12,11,13,12,11,8,13,9,19.1,20.1,16.2,16,26,26,10,15
Individual,359,16,18,18,18,12.3,13,9,11,9,14,16,18,8,9,13.2,18,24,23,9,14,17,8,10,7,18,20,31,32,11,12,9,10,11,8,15,11,25,19.3,15.2,15.2,22,20,18,10
Individual,360,19,15,17,18,11.3,11,17,12,8,8,16,12,10,13,22,15,24,26,14,12,13.4,7,8,7,11,14,39,34,8,12,11,7,11,11,14,10,20,18.3,18.2,11,19,30.2,10,11
Individual,361,15,15,14,10,13,10,16,12,14,9,15,19,5,10,11,22,20,17,8,8,12,6,8,9.3,18,14,38,34,7,12,9,9,13,6,14,8,16,18.3,12,12.2,23,21,19,11
Individual,362,17,17,16,19.3,13.3,14,17,16,9,12,18,25,14,10,21,19,20,25,10,14,13,2.2,5,8,20,19,38,36,12,13,10,7,11,8,11,17,14,19.3,15.2,12,31.2,30.2,11,15
Individual,363,17,18,18.3,16.3,10,10,18,17,8,10,6,13,5,14,19,11,18,17,11,13,12,17,8,9.3,13,20,33.2,33.2,12,11,10,15,10,8,9,13,21,19,12.2,15.2,16.2,22.3,19,12
Individual,364,18,15.2,18.3,11,13.3,11.3,14,15,10,9,16,17,12,5,17,11,22,16,9,10,15,14,9,8,21,12,26,26,6,12,13,15,11,8,12,13,14,18.3,16.2,11,31.2,26,13,8
Individual,365,13,16,14.3,19.3,12,15,17,17,12,13,13,17,13,9,12,20,24,23,12,14,14,6,8,9,21,15,26,38,7,13,14,8,11,11,10,9,19,18.3,14,15.2,24,25.2,13,19
Individual,366,16,16,17,18,12,11.3,14,13,10,12,12,20,12,9,15.2,17,19,15,10,7,12,13.4,7,8,21,11,27,36,7,14,7,13,12,7,13,15,20,20.1,13,16,22.3,28,15,19
Individual,367,15.2,17,10,12,13,11,15,8,9,12,18,17,13,12,18,17,21,19,12,13,9,17,10,7,19,19,35,26,14,13,9,14,6,7,17,16,24,18.3,15.2,10,18.2,16.2,17,18
Individual,368,16,15.2,10,16,14,15,12,18,14,13,5,7,12,9,20,16,21,21,14,14,10,9,5,7,14,19,26,33.1,12,7,14,11,7,8,8,17,20,16,12,10,29,18,11,17
Individual,369,18,12,16,17.3,9,11,13,11,9,10,14,14,12,8,22,10,21,25,7,14,9,11,9.3,8,21,14,26,26,7,8,11,11,7,7,10,8,24,20,11,14.2,19.2,18,17,19
Individual,370,15,18,16,13,10,10,14,9,14,13,10,5,10,8,12,13,17,25,11,8,12,9,5,7,18,13,34,28,10,9,10,7,9,12,9,14,20,14,10,16.2,16.2,21,13,14
Individual,371,13,15.2,17,18,11.3,15,12,12,8,10,10,7,8,13,13.2,24,20,22,14,14,8,3.2,8,5,21,16,31.2,26,8,6,14,13,12,12,18,12,20.1,19.1,18.2,10,27,31.2,11,14
Individual,372,18,19,15,15.3,10,11,18,16,12,14,20,16,10,13,14,19,25,15,9,11,2.2,12,9,7,20,16,31,29,14,8,11,11,7,6,16,13,18.1,17.3,15,14,19.2,19,14,17
Individual,373,16,19,10,15.3,10,14.3,15,9,11,13,15,19,5,9,14,9,21,23,11,8,17,11,9.3,10,14,21,31,38,6,7,12,9,9,7,18,15,22,22,14,12,25.2,31.2,13,16
Individual,374,19,12,17,15,11.3,10,12,17,12,10,9,6,14,10,10,15,24,25,8,10,9,9,9.3,8,11,21,28,33.2,10,13,15,12,6,7,9,14,18.1,19,12,16,26,29,11,14
Individual,375,13,12,17.3,12,15,11.3,12,17,10,11,18,16,9,9,19,13.2,21,27,9,7,14,10,10,7,17,15,33,32,8,10,12,7,13,10,17,9,21,21,12.2,15,28,24,16,13
Individual,376,17,13,15,15.3,13.3,14,11,13,13,13,10,8,5,12,21.2,21.2,27,15,10,8,11,8,7,9,12,11,33.2,31,6,14,15,9,8,12,8,16,18.3,25,11,10,21,19,14,15
Individual,377,13,13,15,15.3,13.3,13,10,15,11,9,9,13,13,9,22,21.2,27,18,14,11,6,13.4,8,6,14,19,30.2,26,6,6,15,14,12,10,14,18,21,18.3,18.2,11,31.2,31.2,15,15
Individual,378,12,16,15.3,15,12.3,12,8,11,11,13,11,8,12,10,21,20,18,21,10,9,12,10,9,7,13,11,36,39,14,12,10,13,6,11,9,9,19.3,18.3,16,13,25.2,21,15,14
Individual,379,14,16,16,16,14,9,16,14,13,9,18,20,12,8,15.2,14,21,18,9,14,8,3.2,10,9.3,19,11,30.2,34,6,8,7,9,10,7,11,12,17.1,18,11,18.2,23,17.2,14,16
Individual,380,15.2,13,19.3,18.3,13,9,9,10,11,10,15,11,5,10,21,14,20,26,12,12,5,7,9.3,8,11,18,30,31.2,6,6,15,12,6,7,16,8,18,20,13,18.2,27,20,8,15
Individual,381,17,17,18.3,18,11,12,13,15,11,10,12,6,9,10,15.2,13,27,21,14,10,8,11,10,8,14,14,39,36,13,10,11,13,12,11,14,14,17,21,13,12.2,31.2,28,17,17
Individual,382,13,14,14,16,13.3,11,10,13,13,8,17,17,14,8,13.2,16,24,15,9,8,10,9,7,9,20,11,35,37,6,6,15,12,12,7,8,11,21,14,16.2,17.2,23.2,23,19,14
Individual,383,15.2,14,14,14.3,12.3,11.3,13,18,11,12,11,18,14,13,12,15.2,15,23,11,10,14,17,10,5,11,19,31,39,10,10,14,15,13,13,14,11,25,18.1,12,18.2,20,30,10,8
Individual,384,14,15.2,15,12,12,13,10,9,8,9,14,7,9,9,19,13.2,18,25,9,13,15,3.2,9.3,9.3,18,20,31.2,36,8,7,11,7,11,7,11,16,23,23,18.2,10,19,27,14,19
Individual,385,13,13,16,18,14.3,12,14,16,11,13,16,20,9,9,21.2,18,17,24,13,8,5,13,8,9.3,17,20,32.2,33.2,7,11,9,10,12,9,8,18,17,18,15,16,28,22,17,13
Individual,386,13,19,18.3,15,15,12,9,10,13,11,18,18,5,9,9,21.2,24,26,7,8,13,9,10,6,20,13,38,37,7,13,11,11,11,13,12,17,22,23,14,12.2,18.2,19.2,18,17
